English Word,True Transliteration,Predicted Transliteration
pahni,पहनी,पहनी
pehni,पहनी,पहनी
pahno,पहनो,पहनों
pehno,पहनो,पहनो
pahla,पहला,पहला
pahlaa,पहला,पहला
pehla,पहला,पहला
paheliyaan,पहेलियां,पहेलियां
paheliyan,पहेलियां,पहेलियां
paheliyon,पहेलियों,पहेलियों
pide,पाइड,पीड
pied,पाइड,पियड
pythagoras,पाइथागोरस,पिथागोरस
pythogaras,पाइथागोरस,पिथोगार
paakhandi,पाखंडी,पाखंडी
pakhandi,पाखंडी,पाखंडी
paathshaalaayein,पाठशालाएं,पाठशालाएं
pathshalayein,पाठशालाएं,पाठशालाएं
pathshalayen,पाठशालाएं,पाठशालाएं
paathyakram,पाठ्यक्रम,पाठ्यक्रम
pathyakram,पाठ्यक्रम,पाठयक्रम
pathykram,पाठ्यक्रम,पाठयक्रम
paathyakramon,पाठ्यक्रमों,पाठ्यक्रमों
pathyakramon,पाठ्यक्रमों,पाठयक्रमों
pathykramon,पाठ्यक्रमों,पाठयक्रमों
population,पापुलेशन,पॉपुलेशन
pailot,पायलट,पैलोट
pilot,पायलट,पिलोट
pailoton,पायलटों,पैलोटों
piloton,पायलटों,पिलोटों
paarampariktaa,पारंपरिकता,पारंपारिकता
paramparikata,पारंपरिकता,परंपारिकता
paramparikta,पारंपरिकता,परंपारिकता
parnel,पार्नेल,पर्नेल
parnell,पार्नेल,पर्नेल
parleron,पार्लरों,पार्लरों
parloron,पार्लरों,पार्लोरों
parlouron,पार्लरों,पार्लोरों
paarshad,पार्षद,पार्षद
parshad,पार्षद,पारशाद
paarshadon,पार्षदों,पार्शदों
parshadon,पार्षदों,पारशादों
parshdon,पार्षदों,पारश्दों
policy,पालिसी,पुलिसी
pinta,पिंटा,पिंटा
pintaa,पिंटा,पिंता
piega,पिएगा,पीगा
piyegaa,पिएगा,पियेगा
pic,पिक,पीक
pick,पिक,पिक
pik,पिक,पीक
piki,पिकी,पीकी
piky,पिकी,पीकी
picture,पिक्चर,पिक्चर
pigmentation,पिगमेंटेशन,पिगमेंटेशन
pigs,पिग्स,पिज्स
pichde,पिछड़े,पिछडे
pichhade,पिछड़े,पिछड़े
pijja,पिज्जा,पिज्जा
pizza,पिज्जा,पिज़्ज़ा
pitaamaha,पितामह,पितामह
pitamah,पितामह,पितमाह
pipra,पिपरा,पिप्र
pipraa,पिपरा,पिपरा
pipli,पिपली,पीपली
pearson,पियरसन,पियरसन
pierson,पियरसन,पियर्सन
peary,पियरी,पिरी
piyari,पियरी,पियारी
pisaai,पिसाई,पिसाई
pisai,पिसाई,पिसाई
pihaani,पिहानी,पिहानी
pihani,पिहानी,पिहनी
pib,पीआईबी,पीब
pr,पीआर,पीआर
pml,पीएमएल,पीएल
pmo,पीएमओ,प्मो
pmch,पीएमसीएच,पीमच
psv,पीएसवी,पीसी
peaking,पीकिंग,पीकिंग
picking,पीकिंग,पिकिंग
peetne,पीटने,पीटने
pitne,पीटने,पिटने
pedia,पीडिया,पेडिया
pidiya,पीडिया,पीढ़िया
pidiyaa,पीडिया,पीढ़िया
peelepan,पीलेपन,पीलेपन
pilepan,पीलेपन,पिलेपन
pv,पीवी,पीवी
pisa,पीसा,पीसा
putla,पुतला,पुतला
putlaa,पुतला,पुतला
putaliyaan,पुतलियां,पुतलियां
putliyan,पुतलियां,पुटलियां
putaliyon,पुतलियों,पुतलियों
putliyon,पुतलियों,पुटलियों
putali,पुतली,पुतली
putli,पुतली,पुतली
putale,पुतले,पुतले
putle,पुतले,पुटले
putin,पुतिन,पुटीन
putul,पुतुल,पुतुल
punargathan,पुनर्गठन,पुनर्गठन
puna,पुना,पूना
puraane,पुराने,पुराने
purane,पुराने,पुराने
puru,पुरू,पुरु
purjon,पुर्जों,पुरजों
purzon,पुर्जों,पुर्जों
pulam,पुलम,पुलम
pushkin,पुश्किन,पुष्कीन
pushkarana,पुष्करणा,पुष्करण
pushkarna,पुष्करणा,पुष्करण
pushkarnaa,पुष्करणा,पुष्करणा
pushp,पुष्प,पुष्प
pushpa,पुष्प,पुष्प
pushpa,पुष्पा,पुष्प
pushpaa,पुष्पा,पुष्पा
pushpit,पुष्पित,पुष्पित
pushpon,पुष्पों,पुष्पों
poonjikaran,पूंजीकरण,पूंजीकरण
punjikaran,पूंजीकरण,पूंजीकरण
poojaapaath,पूजापाठ,पूजापाठ
poojapath,पूजापाठ,पूजापत्ठ
pujapath,पूजापाठ,पूजापाठ
pooranpur,पूरनपुर,पूरंपुर
puranpur,पूरनपुर,पुरंपुर
purvaabhaas,पूर्वाभास,पूर्वाभास
purvaabhas,पूर्वाभास,पूर्वाभास
purvabhaas,पूर्वाभास,पूर्वाभास
purvabhas,पूर्वाभास,पूर्वाभास
pendulam,पेंडुलम,पेंडुलम
pendulum,पेंडुलम,पेंडुलम
peg,पेग,पेग
pages,पेजेज,पेज्स
pajej,पेजेज,पजेज
pace,पेस,पेस
pes,पेस,पेस
pastry,पेस्ट्री,पास्ट्री
pangolin,पैंगोलिन,पांगोलिन
pengolin,पैंगोलिन,पेंगोलिन
packard,पैकर्ड,पैकार्ड
package,पैकेज,पैकाजे
packageon,पैकेजों,पैकागें
packagon,पैकेजों,पैकागों
packajon,पैकेजों,पैकाजों
paim,पैम,पैम
pam,पैम,पाम
paratrooper,पैराट्रूपर,परात्रूप्र
peratrupers,पैराट्रूपर,पैरातृप्र्स
paranormal,पैरानॉर्मल,परणोर्मल
peranormal,पैरानॉर्मल,पैरानोर्मल
paraffin,पैराफिन,परफिन
parafin,पैराफिन,पराफिन
perafin,पैराफिन,पैराफिन
parabola,पैराबोला,पराबोला
perabola,पैराबोला,पैराबोला
polimer,पॉलिमर,पॉलिमर
polymer,पॉलिमर,पॉलिमर
polishing,पॉलिशिंग,पालिशिंग
pokar,पोकर,पोकर
poker,पोकर,पोकर
polish,पोलिश,पुलिश
poshit,पोषित,पोशित
posta,पोस्ता,पोस्ता
pau,पौ,पाऊं
pyade,प्यादे,प्यादे
prakriya,प्रक्रिया,प्रक्रिया
prakshepak,प्रक्षेपक,प्रक्षेपक
pratigya,प्रतिज्ञा,प्रतिज्ञ
prtigyaa,प्रतिज्ञा,प्रतिज्ञा
pratibhutiyan,प्रतिभूतियां,प्रतिभूतियां
pratiyon,प्रतियों,प्रतियों
prativaad,प्रतिवाद,प्रतिवाद
prativad,प्रतिवाद,प्रतिवाद
prativadi,प्रतिवादी,प्रतिवादी
pratishat,प्रतिशत,प्रतिष्ट
praneet,प्रनीत,प्राणीत
pranit,प्रनीत,प्राणित
prapaat,प्रपात,प्रपात
prapat,प्रपात,प्रपात
prapaaton,प्रपातों,प्रपातों
prapaton,प्रपातों,प्रपातों
prabodhini,प्रबोधिनी,प्रबोधिनी
prayaasrat,प्रयासरत,प्रयास्रत
prayasarat,प्रयासरत,प्रयासरत
pradarshan,प्रर्दशन,प्रदर्शन
prardashan,प्रर्दशन,प्रदृश्न
pravati,प्रवत्ति,प्रवती
pravatti,प्रवत्ति,प्रवट्ति
prashaasanik,प्रशासनिक,प्रशासनिक
prashasanik,प्रशासनिक,प्रशासनिक
prashasnik,प्रशासनिक,प्रशासनिक
prashaasanon,प्रशासनों,प्रशासनों
prashansanon,प्रशासनों,प्रशंसनों
prashasanon,प्रशासनों,प्रशासनों
prashikshu,प्रशिक्षु,प्रशिक्षु
prastaavon,प्रस्तावों,प्रस्तावों
prastavon,प्रस्तावों,प्रस्तवों
prahlaad,प्रहलाद,प्रहलाद
prahlad,प्रहलाद,प्रहलाद
prahasan,प्रहसन,प्रहसन
prahsan,प्रहसन,प्रस्न
prahaarak,प्रहारक,प्रहारक
praharak,प्रहारक,प्रहरक
prahad,प्रह्लाद,प्रहाड़
prahlad,प्रह्लाद,प्रहलाद
privacy,प्राइवेसी,प्राइवेसी
praakkathan,प्राक्कथन,प्राक्कथन
prakkathan,प्राक्कथन,प्रक्कथन
praan,प्राण,प्राण
pran,प्राण,प्रण
pranon,प्राणों,प्रणों
prathamik,प्राथमिक,प्रथमिक
prathmik,प्राथमिक,प्राथमिक
praathmikata,प्राथमिकता,प्राथमिकता
prathmikta,प्राथमिकता,प्राथमिकता
prathmiki,प्राथमिकी,प्राथमिकी
pradhyapakon,प्राध्यापकों,प्राध्यापकों
prapt,प्राप्त,प्राप्त
prapta,प्राप्त,प्राप्ता
prapti,प्राप्ती,प्राप्ति
praroop,प्रारूप,प्ररूप
prarup,प्रारूप,प्ररूप
priyamani,प्रियामणि,प्रियमानी
proof,प्रूफ,प्रूफ
pruf,प्रूफ,पृप
prekshakon,प्रेक्षकों,प्रेक्षकों
prem,प्रेम,प्रेम
premlata,प्रेमलता,प्रेमलता
prema,प्रेमा,प्रेमा
premi,प्रेमी,प्रीमी
profit,प्रॉफिट,प्रोफिट
processing,प्रॉसेसिंग,प्रोसेसिंग
programers,प्रोग्रामर्स,प्रोग्रामर्स
programmers,प्रोग्रामर्स,प्रोग्रामर्स
programs,प्रोग्रामर्स,प्रोग्राम्स
proto,प्रोटो,प्रोतो
propellant,प्रोपेलेंट,प्रोपल्लांट
propellent,प्रोपेलेंट,प्रोपल्लेंट
praudh,प्रौढ,प्रौढ़
proud,प्रौढ,प्रौड
plan,प्लेन,प्लैन
plane,प्लेन,प्लैन
fund,फंड,फंड
funda,फंडा,फंडा
funding,फंडिंग,फंडिंग
fandon,फंदों,फैंडों
fagua,फगुआ,फागुआ
fatane,फटने,फतने
phatane,फटने,फटने
phatne,फटने,फटने
fadfadata,फड़फड़ाता,फड़फड़ता
phadphadata,फड़फड़ाता,फड़फड़ा
fatehgadh,फतेहगढ़,फतेहगढ़
fatehgarh,फतेहगढ़,फतेहगढ़
fabti,फब्ती,फबती
phabti,फब्ती,फाब्बी
farse,फरसे,फर्स
pharase,फरसे,फरसे
pharse,फरसे,फर्स
farheen,फरहीन,फरहीन
farhin,फरहीन,फारहीन
farth,फर्थ,फर्थ
ferth,फर्थ,फर्थ
pharth,फर्थ,फार्थ
farmion,फर्मिऑन,फरमियन
fermion,फर्मिऑन,फर्मियन
firmian,फर्मिऑन,फर्मियां
farookhabad,फर्रुखाबाद,फरूखबड़
farrukhabad,फर्रुखाबाद,फरुखबाद
farukhabad,फर्रुखाबाद,फारुखबाद
farookhnagar,फर्रूखनगर,फरूखनगर
farrukhnagar,फर्रूखनगर,फरुखनगर
farukhnagar,फर्रूखनगर,फारुखनगर
falata,फलता,फलता
falta,फलता,फालता
phalata,फलता,फलता
falne,फलने,फालने
phalne,फलने,फलने
falitarth,फलितार्थ,फलितर्थ
phalitartha,फलितार्थ,फलितर्थ
falibhoot,फलीभूत,फलीभूत
falibhut,फलीभूत,फलीभूत
phalibhoot,फलीभूत,फलीभूत
favvara,फव्वारा,फ़ववारा
fawaara,फव्वारा,फवारा
favvare,फव्वारे,फ़ववेयर
fawaare,फव्वारे,फवारे
favvaron,फव्वारों,फ़ववरों
fawaaron,फव्वारों,फवारों
faisala,फ़ैसला,फ़ैसला
faisla,फ़ैसला,फ़ैसला
follow,फ़ॉलो,फॉलो
faansi,फांसी,फांसी
fansi,फांसी,फैंसी
fatama,फातमा,फतमा
fatma,फातमा,फतमा
faaf,फाफ,फाफ
phaaph,फाफ,फाफ
farsi,फारसी,फर्सी
forcee,फारसी,फ़ोर्सी
farm,फार्म,फ़ॉर्म
form,फार्म,फ़ॉर्म
farmic,फार्मिक,फारमीक
formic,फार्मिक,फॉर्मिक
formulae,फार्मूले,फ़्रमूलाई
formule,फार्मूले,फ़्रमूल
formuley,फार्मूले,फ़्रमूली
pharmacy,फार्मेसी,फरमासी
pharma,फार्मों,फर्मा
pharmon,फार्मों,फर्मों
farms,फार्म्स,फर्म्स
finger,फिंगर,फिंगर
fikra,फिक्र,फिक्र
physician,फिजिशियन,फिजिकियन
firti,फिरती,फर्टी
fisla,फिसला,फिस्ला
fislaa,फिसला,फिस्ला
feeder,फीडर,फीडर
fulaaye,फुलाए,फूलाए
fulae,फुलाए,फूलाई
fulay,फुलाए,फूलाए
furti,फूर्ति,फुर्ती
phurti,फूर्ति,फूर्ति
fus,फूस,फस
phoos,फूस,फूस
phus,फूस,फूज
feka,फेका,फेका
fefada,फेफड़ा,फेफड़ा
fefda,फेफड़ा,फेफडा
facial,फेशियल,फैसिल
fact,फैक्ट,फैक्ट
federal,फैडरल,फेडरल
failkar,फैलकर,फैलकर
failaaiye,फैलाइए,फैलाइए
failaea,फैलाइए,फैलाए
failaiya,फैलाइए,फैलाया
failaiye,फैलाइए,फैलाए
failegi,फैलेगी,फैलेगी
font,फॉन्ट,फ़ॉन्ट
fogat,फोगाट,फोगत
phogat,फोगाट,फोगत
fod,फोड़,फोड
phod,फोड़,फोड
foda,फोड़ा,फोडा
fodaa,फोड़ा,फोडा
phoda,फोड़ा,फोडा
fode,फोड़े,फोड
phode,फोड़े,फोड
fodo,फोड़ों,फोडो
fodon,फोड़ों,फोड़ों
phodo,फोड़ों,फोडो
fortis,फोर्टिस,फोर्टिस
fusion,फ्यूजन,फुशन
fuji,फ्यूजी,फूजी
fyuji,फ्यूजी,फ्यूजी
francisca,फ्रांसिस्का,फ्रेंसिस्का
franciska,फ्रांसिस्का,फ्रेंसिस्का
fransiska,फ्रांसिस्का,फ्रांसिस्का
francisco,फ्रांसिस्को,फ्रेंसिस्को
francisko,फ्रांसिस्को,फ्रेंसिक्को
fransisko,फ्रांसिस्को,फ्रांसिस्को
fringe,फ्रिंज,फ्रिंगे
friendship,फ्रेंडशिप,फ्रेंडशिप
frost,फ्रॉस्ट,फ्रोस्ट
flin,फ्लिन,फ्लाइन
flynn,फ्लिन,फ्लाइन
flesh,फ्लेश,फ्लैश
bang,बंग,बंग
bung,बंग,बंग
bangbandhu,बंगबंधु,बांगबंधु
bangbhang,बंगभंग,बांगभंग
bangash,बंगश,बंगाश
bangsh,बंगश,बैंगश
bantane,बंटने,बांटाने
bantne,बंटने,बांटने
bandhati,बंधती,बंधाती
bandhti,बंधती,बंधती
bandhan,बंधान,बंधन
bandhuon,बंधुओं,बंधुओं
bamba,बंबा,बमबा
mumba,बंबा,मुंबा
bakaayon,बकायों,बकायों
bakayon,बकायों,बकायों
bakaul,बकौल,बकौल
bakoul,बकौल,बकूल
baksa,बक्सा,बक्सा
baksi,बक्सी,बकसी
bakse,बक्से,बकसे
bakhshane,बख्शने,बख्शने
bakhshne,बख्शने,बख्शने
bagad,बगड़,बागड़
bagd,बगड़,बागड
bageechi,बगीची,बगीची
bagichi,बगीची,बगीची
bachat,बचत,बचात
bachati,बचती,बचाती
bachti,बचती,बचती
bajana,बजना,बजना
bajrangi,बजरंगी,बजरंगी
bajaj,बजाज,बजज
batalvi,बटालवी,बतलवी
badhachadhakar,बढ़ाचढ़ाकर,बढ़चाधकर
badata,बढ़ाता,बदता
badhaataa,बढ़ाता,बढ़ाता
badhata,बढ़ाता,बढ़ता
badhaati,बढ़ाती,बढ़ाती
badhati,बढ़ाती,बढ़ती
badhayi,बढ़ायी,बाधाई
badhav,बढ़ाव,बाधव
badhotari,बढ़ोतरी,बढ़तरी
badhotri,बढ़ोतरी,बढ़त्री
batlaae,बतलाए,बतलाए
batlaaye,बतलाए,बतलाए
batlae,बतलाए,बतलाई
batlaye,बतलाए,बतलाए
batlaakar,बतलाकर,बतलाकर
batlakar,बतलाकर,बतलाकर
badlapur,बदलापुर,बदलापुर
badali,बदली,बदली
badli,बदली,बदली
badam,बदाम,बादाम
banva,बनवा,बनवा
banvaa,बनवा,बनवा
banaam,बनाम,बनाम
banam,बनाम,बनाम
bnaam,बनाम,बनाम
baniya,बनिया,बनिया
banu,बनू,बाणु
barpaayaa,बरपाया,बर्पाया
barpaya,बरपाया,बर्पाया
barsa,बरसा,बरसा
barsaata,बरसाता,बरसाता
barsaataa,बरसाता,बरसाता
barsata,बरसाता,बरसता
barhad,बरहद,बारहड
baraat,बरात,बरात
barat,बरात,बारात
braat,बरात,भ्रात
baraamad,बरामद,बरामद
baramad,बरामद,बासमद
bramad,बरामद,भ्रमद
baramade,बरामदे,बरामदे
baramde,बरामदे,बरामदे
bare,बरे,बारे
birth,बर्थ,बर्थ
baljeet,बलजीत,बल्जीत
baljit,बलजीत,बल्जीत
ballabh,बल्लभ,बल्लभ
balla,बल्ला,बल्ला
balli,बल्ली,बल्ली
basava,बसावा,बसव
bastiyon,बस्तियों,बस्तियों
bahroopiya,बहरूपिया,बहरूपिय
bahrupiya,बहरूपिया,बहरपिय
bahamaas,बहामास,बहमास
bahamas,बहामास,बहमस
bahaav,बहाव,बहाव
bahav,बहाव,बहव
bhav,बहाव,भाव
bahavalpur,बहावलपुर,बहवलपुर
bahawalpur,बहावलपुर,बहवालपुर
bahuchara,बहुचरा,बहुचरा
banthia,बांठिया,बांठिय
banthiya,बांठिया,बांठिय
bandhate,बांधते,बंधाते
bandhte,बांधते,बंधते
banbi,बांबी,बांबी
bombi,बांबी,बम्मी
bounceron,बाउंसरों,बौंसरों
bowling,बाउलिंग,बोलिंग
baku,बाकू,बाकु
bakuu,बाकू,बाकू
baag,बाग,बाग
bag,बाग,बग
bagh,बाग,बाघ
bagabani,बागबानी,बागाबानी
bagbani,बागबानी,बग्बनी
bagali,बागली,बगली
bagli,बागली,बगली
baagiyon,बागियों,बागियों
bagiyon,बागियों,बागियों
baago,बागो,बागो
bago,बागो,बगो
baji,बाज़ी,बाजी
bazi,बाज़ी,बाजी
bajaru,बाजारू,बजारू
bazaru,बाजारू,बजारू
bajuon,बाजुओं,बाजुओं
badh,बाध,बाढ़
badha,बाधा,बाधा
baadhaaon,बाधाओं,बाधाओं
baadhaon,बाधाओं,बाधाओं
badhaaon,बाधाओं,बाधाओं
badhaon,बाधाओं,बाधाओं
baadhit,बाधित,बाधित
badhit,बाधित,बाधित
baani,बानी,बानी
bani,बानी,बनी
baapa,बापा,बापा
baapaa,बापा,बापा
bapa,बापा,बापा
bapaa,बापा,बापा
baabat,बाबत,बाबत
babat,बाबत,बाबत
babt,बाबत,बाब्ट
bayern,बायर्न,बायर्न
byrun,बायर्न,बारून
barah,बारह,बारह
baarahamaasee,बारहमासी,बारहमासी
barahamasi,बारहमासी,बारह्मासी
barahmasi,बारहमासी,बारह्मसी
barahsinga,बारहसिंगा,बारहसिंगा
barasingha,बारहसिंगा,बारसिंघ्
bala,बाला,बाला
baalti,बाल्टी,बालती
balti,बाल्टी,बालती
balty,बाल्टी,बाल्टी
baldvin,बाल्डविन,बालद्विन
baldwin,बाल्डविन,बालद्विन
bavaji,बावजी,बावाजी
bavji,बावजी,बावजी
baawaraa,बावरा,बावरा
bavra,बावरा,बावरा
bawara,बावरा,बावरा
baahulya,बाहुल्य,बाहुल्य
bahuly,बाहुल्य,बहुल्य
bahulya,बाहुल्य,बहुल्य
box,बाॅक्स,बॉक्स
bikherati,बिखेरती,बिखेरती
bikherti,बिखेरती,बिखेरती
biggest,बिगेस्ट,बिग्सेस्ट
bichhua,बिछुआ,बिच्छु
bichhuaa,बिछुआ,बिच्छा
biji,बिजी,बीजी
busy,बिजी,बसी
buzy,बिजी,बुजी
bipin,बिपिन,बिपिन
bilae,बिलाई,बिलाए
bilai,बिलाई,बिलाई
billa,बिल्ला,बिल्ला
billaa,बिल्ला,बिल्ला
bilhaur,बिल्हौर,बिलहौर
bisva,बिस्वा,बिस्वा
biswa,बिस्वा,बिस्वा
bag,बीएजी,बग
bikaner,बीकानेर,बिकनेर
bikaneri,बीकानेरी,बिकनेरी
bk,बीके,बीके
beejak,बीजक,बीजक
bijak,बीजक,बिजाक
beef,बीफ,बीफ
beem,बीम,बीम
bim,बीम,बीम
beemon,बीमों,बीमोन
bimon,बीमों,बाइमन
beerganj,बीरगंज,बीरगंज
birganj,बीरगंज,बर्गंज
beesavaan,बीसवां,बीसवान
bisavan,बीसवां,बीसवन
bisawan,बीसवां,बीसवन
beast,बीस्ट,बीअस्ट
budvig,बुडविग,बुदविग
budwig,बुडविग,बुडविग
bull,बुल,बुल
bulaao,बुलाओ,बुलाओ
bulao,बुलाओ,बुलाओ
bule,बुले,बुले
bulletin,बुलेटिन,बुलेटिन
brijesh,बृजेश,बृजेश
benvar,बेंवर,बेनवर
benwar,बेंवर,बेनवर
beaulad,बेऔलाद,बेउलाद
bekaaboo,बेकाबू,बेकाबू
bekabu,बेकाबू,बेकाबू
bechakar,बेचकर,बेचकर
bechkar,बेचकर,बेचकर
bechate,बेचते,बेचते
bechte,बेचते,बेचते
bediyan,बेड़ियां,बेडियां
bethanal,बेथनल,बेतानल
bethnal,बेथनल,बेथनाल
benis,बेनिस,बेनिस
belacha,बेलचा,बेलचा
belcha,बेलचा,बेलचा
belinda,बेलिंडा,बेलिंदा
bevkufana,बेवकूफाना,बेवकूफना
bewakoofaanaa,बेवकूफाना,बेवकूफाना
bewkufana,बेवकूफाना,बेवकूफना
besahaaraa,बेसहारा,बेसहारा
besahara,बेसहारा,बेसहरा
basin,बेसिन,बसीन
besin,बेसिन,बेसिन
basil,बेसिल,बेसिल
besil,बेसिल,बेसिल
bandage,बैंडेज,बंदगे
bandej,बैंडेज,बंदेज
baithantey,बैठते,बैठंटे
baithate,बैठते,बैठते
baitool,बैतूल,बैटूल
baitul,बैतूल,बैटल
betul,बैतूल,बेतुल
baini,बैनी,बैनी
beni,बैनी,बेनी
bairakpur,बैरकपुर,बैरकपुर
barrackpore,बैरकपुर,बैराक्पोर
baila,बैला,बैला
bella,बैला,बेला
ballistic,बैलिस्टिक,बॉलिस्टिक
bells,बैल्स,बेल्स
bostan,बॉस्टन,बोस्टन
bosten,बॉस्टन,बोस्टन
boston,बॉस्टन,बोस्टों
bokaro,बोकारो,बोकरो
bodara,बोदरा,बोडरा
bodra,बोदरा,बोद्रा
bodraa,बोदरा,बोदरा
bona,बोना,बोना
borkar,बोरकर,बोरकर
borivali,बोरीवली,बोरिवाली
boriwali,बोरीवली,बोरिवाली
born,बोर्न,बॉर्न
bolane,बोलने,बोलाने
boliae,बोलिए,बोलिया
boliy,बोलिए,बोली
boliye,बोलिए,बोली
bosaan,बोसान,बोसान
bosan,बोसान,बोसन
bauni,बौनी,बौनी
bouni,बौनी,बौनी
byaawa,ब्यावर,ब्याव
byavar,ब्यावर,ब्यावर
brajesh,ब्रजेश,ब्रजेश
brijesh,ब्रजेश,बृजेश
brahmalin,ब्रह्मलीन,ब्रह्मलीन
brahmleen,ब्रह्मलीन,ब्रह्मलीन
brahmlin,ब्रह्मलीन,ब्रह्मलीन
bravo,ब्रावो,ब्रेवो
brigatn,ब्रिगटन,ब्रिगेटन
brighton,ब्रिगटन,ब्रिघटन
brigton,ब्रिगटन,ब्रिग्टन
brigadier,ब्रिगेडियर,ब्रिगागीयर
britain,ब्रिटेन,ब्रिताइन
breed,ब्रीद,ब्रीड
brock,ब्रोक,ब्रॉक
brok,ब्रोक,ब्रॉक
broke,ब्रोक,ब्रोक
brocken,ब्रोकन,ब्रॉकेन
broken,ब्रोकन,ब्रोकेन
blosam,ब्लॉसम,ब्लोसम
blossom,ब्लॉसम,ब्लॉसोम
bhagaane,भगाने,भगाने
bhagane,भगाने,भागने
bhadakaaya,भड़काया,भड़काया
bhadakaya,भड़काया,भड़काया
bhadkaayaa,भड़काया,भड़काया
bhadkaya,भड़काया,भड़काया
bharakaaya,भड़काया,भारकाया
bharakaya,भड़काया,भारकाया
bhabhoot,भभूत,भभूत
bhabhut,भभूत,भभूत
bhay,भय,भय
bhaya,भय,भया
bhayo,भयो,भयो
bharatanatyam,भरतनाट्यम्,भारतनाट्यम
bharatnatyam,भरतनाट्यम्,भारतनाट्यम
bhartnatyam,भरतनाट्यम्,भर्तनात्यम
bharate,भरते,भारते
bharte,भरते,भारते
bharani,भरनी,भरणी
bharni,भरनी,भरणी
bharane,भरने,भरने
bharne,भरने,भरने
bhara,भरा,भारा
bhavishya,भविष्य,भविष्य
bhaate,भाते,भाते
bhate,भाते,भाटे
bhanu,भानू,भानु
bhabar,भाबर,भाबर
bhareeye,भारीय,भरीये
bhariy,भारीय,भारिय
bhavanaon,भावनाओं,भावनाओं
bhavnaon,भावनाओं,भावनाओं
bhaskar,भास्कर,भास्कर
bheed,भीड़,भीड
bheera,भीरा,भीरा
bhira,भीरा,भीरा
bheesham,भीष्म,भीषम
bhisham,भीष्म,भिष्म
bhishm,भीष्म,भिष्म
bhugat,भुगत,भूगत
bhugata,भुगता,भूगता
bhugta,भुगता,भुगता
bhutto,भुट्टो,भूट्टो
bhumi,भुमि,भूमि
bhurbhura,भुरभुरा,भुरभुरा
bhookh,भूख,भूख
bhukh,भूख,भूख
bhookhi,भूखी,भूखी
bhukhi,भूखी,भूखी
bhoogol,भूगोल,भूगोल
bhugol,भूगोल,भूगोल
bhootal,भूतल,भूताल
bhutal,भूतल,भूताल
bhoopsingh,भूपसिंह,भूपसिंह
bhupsingh,भूपसिंह,भूपसिंह
bhumi,भूमी,भूमि
bhumika,भूमी,भूमिका
bhulata,भूलता,भुलाता
bhulataa,भूलता,भुलता
bhulta,भूलता,भूलता
bhula,भूला,भूला
bhulaa,भूला,भुला
bhooli,भूली,भूली
bhuli,भूली,भुलि
bhulo,भूलो,भुलो
bhulon,भूलों,भुलों
bhusi,भूसी,भूसी
bhooswaami,भूस्वामी,भूस्वामी
bhusvami,भूस्वामी,भूस्वामी
bhuswami,भूस्वामी,भूस्वामी
bhengapan,भेंगापन,भेंगापन
bhairavnath,भैरवनाथ,भैरवनाथ
bhairo,भैरो,भैरो
bhogatey,भोगते,भोगते
bhogte,भोगते,भोगते
bhola,भोला,भोला
bholi,भोली,भोली
bholu,भोलू,भोलू
bhaunho,भौंहों,भौन्हो
bhaunhon,भौंहों,भौनहों
bhoonhon,भौंहों,भूनहों
bhraant,भ्रांत,भ्रांत
bhrant,भ्रांत,भ्रंत
brant,भ्रांत,ब्रंट
bhraanti,भ्रांति,भ्रांती
bhranti,भ्रांति,भ्रंती
branti,भ्रांति,ब्रंटी
bhraantiyan,भ्रांतियां,भ्रांतियां
bhrantiyan,भ्रांतियां,भ्रंतियां
bhraantiyon,भ्रांतियों,भ्रांतियों
bhrantiyon,भ्रांतियों,भ्रंतियों
mangesh,मंगेश,मंगेश
